Kategorie,Sparte,Nachgefragt,Beschluss,Status,Eingangsdatum,Beschlussdatum,ID
Kulturschaffende,Musik,4300,3400,Ausbezahlt,2020-08-31,2020-11-09,04ae7e96
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,404000,284500,Ausbezahlt,2020-08-31,2020-11-02,f69391c9
Kulturschaffende,Musik,3900,2600,Ausbezahlt,2020-08-31,2020-11-10,09a0c85d
Kulturschaffende,Tanz/Theater,17500,11000,Ausbezahlt,2020-08-30,2020-11-09,36cf009e
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,106100,0,Ausbezahlt,2020-08-30,2020-11-16,84d03489
Kulturunternehmen gewinnorientiert,Film,15800,0,Ausbezahlt,2020-08-30,2020-12-07,6a2a5af7
Kulturschaffende,Musik,8600,4000,Ausbezahlt,2020-08-28,2020-11-16,3cf995d8
Kulturschaffende,Musik,22100,16900,Ausbezahlt,2020-08-28,2020-12-01,a1cb0f98
Kulturschaffende,Musik,47100,8600,Ausbezahlt,2020-08-28,2020-10-20,2a2570ac
Kulturschaffende,Tanz/Theater,1000,0,Ausbezahlt,2020-08-27,2020-11-16,bb2605fa
Kulturschaffende,Musik,13000,5200,Ausbezahlt,2020-08-26,2020-11-24,b9e09932
Kulturschaffende,Tanz/Theater,26600,4500,Ausbezahlt,2020-08-26,2020-11-09,7602c9c3
Kulturschaffende,Musik,32100,3700,Ausbezahlt,2020-08-25,2020-11-10,d2b2ac58
Kulturunternehmen gewinnorientiert,Musik,15400,9000,Ausbezahlt,2020-08-30,2020-12-01,09917d1f
Kulturunternehmen gemeinnützig,Bereichsübergreifend,25500,69100,Ausbezahlt,2020-08-25,2020-12-01,3771b1b3
Kulturschaffende,Musik,1200,NA,Ablehnung,2020-08-25,2020-09-21,97b65270
Kulturschaffende,Tanz/Theater,6000,700,Ausbezahlt,2020-08-24,2020-11-17,3b0661b8
Kulturschaffende,Musik,16800,6300,Ausbezahlt,2020-08-24,2020-11-09,8834a248
Kulturschaffende,Musik,2400,2100,Ausbezahlt,2020-08-24,2020-11-02,bf55e4c9
Kulturunternehmen gewinnorientiert,Film,783000,474600,Ausbezahlt,2020-08-22,2020-12-21,9a6a86e9
Kulturschaffende,Film,23800,NA,Ablehnung,2020-08-21,2020-11-04,b02ccc53
Kulturunternehmen gemeinnützig,Musik,1900,1500,Ausbezahlt,2020-08-20,2020-11-24,f9e4bbf2
Kulturunternehmen gemeinnützig,Museen,16900,NA,Ablehnung,2020-08-20,2020-11-04,c6a9cc03
Kulturschaffende,Musik,6100,3400,Ausbezahlt,2020-08-19,2020-11-09,09970870
Kulturunternehmen gewinnorientiert,Musik,118900,NA,Ablehnung,2020-08-19,2020-11-16,4cc110bd
Kulturschaffende,Musik,11900,1000,Ausbezahlt,2020-08-19,2020-11-16,e6cad9a3
Kulturunternehmen gewinnorientiert,Bereichsübergreifend,242200,17900,Ausbezahlt,2020-08-19,2020-12-01,bf4d27f1
Kulturschaffende,Musik,600,NA,Ablehnung,2020-08-18,2020-09-21,1fe4d421
Kulturschaffende,Tanz/Theater,27800,4400,Ausbezahlt,2020-08-18,2020-11-09,af99a993
Kulturschaffende,Musik,11600,10000,Ausbezahlt,2020-08-17,2020-12-01,3011bbc5
Kulturunternehmen gewinnorientiert,Bereichsübergreifend,20600,15700,Ausbezahlt,2020-08-17,2020-12-07,03421666
Kulturunternehmen gemeinnützig,Tanz/Theater,14500,9300,Ausbezahlt,2020-08-16,2020-12-01,84047f15
Kulturschaffende,Musik,6700,8300,Ausbezahlt,2020-08-16,2020-11-09,333338d4
Kulturschaffende,Design,13000,5200,Ausbezahlt,2020-08-14,2020-11-09,ba925036
Kulturschaffende,Musik,19400,NA,Ablehnung,2020-08-14,2020-09-01,07de9dbd
Kulturschaffende,Musik,22100,13600,Ausbezahlt,2020-08-13,2020-11-02,f4c043a1
Kulturunternehmen gewinnorientiert,Tanz/Theater,2000,1600,Ausbezahlt,2020-08-13,2020-11-02,c2701646
Kulturunternehmen gewinnorientiert,Film,37100,29700,Ausbezahlt,2020-08-13,2020-12-07,0539f9e4
Kulturschaffende,Musik,0,NA,Ablehnung,2020-08-13,2020-11-04,a2dad989
Kulturschaffende,Tanz/Theater,17600,0,Ausbezahlt,2020-04-29,2020-10-07,96d1b901
Kulturunternehmen gemeinnützig,Bildende Kunst,84100,36400,Ausbezahlt,2020-08-13,2020-11-16,c2e581b4
Kulturschaffende,Musik,16800,11600,Ausbezahlt,2020-08-13,2020-11-16,ae6fe20a
Kulturschaffende,Musik,14300,8700,Ausbezahlt,2020-08-12,2020-11-02,910792e8
Kulturunternehmen gemeinnützig,Kino,379600,204400,Ausbezahlt,2020-08-12,2020-10-14,bd4f2ecc
Kulturunternehmen gewinnorientiert,Film,48600,31800,Ausbezahlt,2020-08-11,2020-11-16,6eedbdfa
Kulturunternehmen gemeinnützig,Museen,102500,84100,Ausbezahlt,2020-08-07,2020-10-26,1dc1e8b8
Kulturschaffende,Musik,138400,76100,Ausbezahlt,2020-08-06,2020-10-26,813ab7f7
Kulturschaffende,Musik,5300,3500,Ausbezahlt,2020-08-10,2020-11-02,a819c8b1
Kulturschaffende,Bereichsübergreifend,9200,9200,Ausbezahlt,2020-08-06,2020-12-07,7becc620
Kulturschaffende,Musik,54400,20500,Ausbezahlt,2020-08-04,2020-10-20,976c1a22
Kulturunternehmen gewinnorientiert,Film,43600,27600,Ausbezahlt,2020-08-03,2020-11-24,122408a8
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,12600,0,Ausbezahlt,2020-08-03,2020-11-24,c355b77b
Kulturunternehmen gewinnorientiert,Tanz/Theater,500,NA,Ablehnung,2020-07-27,2020-11-16,c2701646
Kulturschaffende,Musik,1500,2000,Ausbezahlt,2020-07-27,2020-11-09,5e4faf3b
Kulturschaffende,Musik,2100,1200,Ausbezahlt,2020-07-26,2020-11-09,510c62eb
Kulturschaffende,Musik,12800,4600,Ausbezahlt,2020-07-30,2020-11-09,ef2d2bd3
Kulturunternehmen gewinnorientiert,Tanz/Theater,11500,NA,Ablehnung,2020-07-25,2020-11-09,9e3259a6
Kulturunternehmen gewinnorientiert,Design,57500,NA,Ablehnung,2020-07-24,2020-10-26,b11f9df1
Kulturschaffende,Tanz/Theater,15800,9800,Ausbezahlt,2020-07-24,2020-11-02,dffd9f31
Kulturschaffende,Literatur,3000,600,Ausbezahlt,2020-07-23,2020-11-02,b300fcc4
Kulturunternehmen gewinnorientiert,Film,536400,327900,Ausbezahlt,2020-07-22,2020-11-09,b242a293
Kulturschaffende,Musik,4200,3400,Ausbezahlt,2020-08-10,2020-11-02,494e9642
Kulturunternehmen gemeinnützig,Tanz/Theater,70900,53400,Ausbezahlt,2020-07-22,2020-11-24,db0f69d9
Kulturunternehmen gemeinnützig,Musik,17400,10300,Ausbezahlt,2020-07-21,2020-11-09,30cb0f08
Kulturschaffende,Musik,300,600,Ausbezahlt,2020-07-21,2020-11-02,4f84437e
Kulturschaffende,Tanz/Theater,5300,3200,Ausbezahlt,2020-07-20,2020-11-09,1e6d075e
Kulturschaffende,Musik,24400,NA,Ablehnung,2020-07-20,2020-12-01,89a1a820
Kulturschaffende,Bildende Kunst,2400,NA,Ablehnung,2020-07-20,2020-10-14,5b1810b7
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,2391000,272200,Ausbezahlt,2020-07-20,2020-12-03,b67ec1e4
Kulturschaffende,Musik,5900,1700,Ausbezahlt,2020-07-16,2020-11-09,7438f853
Kulturunternehmen gewinnorientiert,Literatur,1200,NA,Ablehnung,2020-07-16,2020-09-17,b27f461e
Kulturschaffende,Musik,38100,9900,Ausbezahlt,2020-07-15,2020-10-26,4ac304c1
Kulturschaffende,Tanz/Theater,4600,5100,Ausbezahlt,2020-07-15,2020-11-02,5a445eb4
Kulturschaffende,Musik,2500,3600,Ausbezahlt,2020-07-13,2020-11-09,94ef7cd3
Kulturschaffende,Musik,14100,9700,Ausbezahlt,2020-07-24,2020-11-03,c97f50a5
Kulturunternehmen gemeinnützig,Bereichsübergreifend,908700,666800,Ausbezahlt,2020-07-10,2020-12-01,8e45a3ee
Kulturschaffende,Tanz/Theater,48500,33400,Ausbezahlt,2020-07-10,2020-11-09,8040bcb4
Kulturschaffende,Tanz/Theater,71800,NA,Ablehnung,2020-07-09,2020-08-18,48d979a9
Kulturschaffende,Musik,7300,1300,Ausbezahlt,2020-07-08,2020-10-26,b0fc38e0
Kulturschaffende,Musik,4900,2600,Ausbezahlt,2020-07-06,2020-11-02,e74cb120
Kulturschaffende,Tanz/Theater,36800,25400,Ausbezahlt,2020-07-06,2020-11-02,bb86c90e
Kulturunternehmen gemeinnützig,Tanz/Theater,20000,10000,Ausbezahlt,2020-07-03,2020-11-24,742f85dc
Kulturunternehmen gemeinnützig,Tanz/Theater,119000,17300,Ausbezahlt,2020-07-03,2020-12-01,eb4bce4d
Kulturschaffende,Tanz/Theater,84200,12100,Ausbezahlt,2020-07-02,2020-11-09,f4a707d9
Kulturschaffende,Tanz/Theater,16800,12600,Ausbezahlt,2020-07-02,2020-12-01,11eda14e
Kulturunternehmen gewinnorientiert,Musik,4800,3700,Ausbezahlt,2020-06-30,2020-11-16,6f57cf75
Kulturschaffende,Tanz/Theater,24500,12200,Ausbezahlt,2020-06-30,2020-11-09,16c66f84
Kulturschaffende,Bildende Kunst,6000,NA,Ablehnung,2020-06-29,2020-10-14,30478e0e
Kulturschaffende,Musik,4100,400,Ausbezahlt,2020-06-29,2020-11-24,4c678540
Kulturschaffende,Tanz/Theater,5300,NA,Ablehnung,2020-06-29,2020-08-18,db74badc
Kulturunternehmen gewinnorientiert,Musik,868300,NA,Ablehnung,2020-06-29,2020-12-01,b9857ca3
Kulturunternehmen gewinnorientiert,Bereichsübergreifend,1683000,2718700,Ausbezahlt,2020-06-28,2020-11-09,b74f0cfc
Kulturschaffende,Musik,5200,0,Ausbezahlt,2020-06-28,2020-10-15,4eaec685
Kulturunternehmen gewinnorientiert,Bereichsübergreifend,31200,NA,Ablehnung,2020-06-26,2020-12-01,c8b3293c
Kulturunternehmen gemeinnützig,Literatur,6600,5100,Ausbezahlt,2020-06-25,2020-11-24,5f725753
Kulturschaffende,Musik,9600,6900,Ausbezahlt,2020-06-25,2020-11-09,9c3454ef
Kulturunternehmen gemeinnützig,Tanz/Theater,37900,27400,Ausbezahlt,2020-06-25,2020-12-21,d414ef85
Kulturschaffende,Tanz/Theater,13200,0,Ausbezahlt,2020-06-25,2020-11-09,79c844d9
Kulturschaffende,Tanz/Theater,13200,0,Ausbezahlt,2020-06-25,2020-11-09,d843ff20
Kulturschaffende,Film,25200,20000,Ausbezahlt,2020-06-25,2020-12-01,65d134ac
Kulturunternehmen gewinnorientiert,Bereichsübergreifend,13000,2800,Ausbezahlt,2020-06-23,2020-11-09,e01b681a
Kulturschaffende,Musik,7500,5200,Ausbezahlt,2020-06-24,2020-11-02,a2888b11
Kulturunternehmen gewinnorientiert,Bereichsübergreifend,517900,540300,Ausbezahlt,2020-06-23,2020-10-07,86214f15
Kulturschaffende,Musik,7600,5600,Ausbezahlt,2020-06-21,2020-11-02,810ba311
Kulturschaffende,Tanz/Theater,2000,1600,Ausbezahlt,2020-06-21,2020-11-02,052aed1c
Kulturschaffende,Musik,7600,3900,Ausbezahlt,2020-06-21,2020-11-02,b72d5e00
Kulturunternehmen gemeinnützig,Tanz/Theater,230800,0,Ausbezahlt,2020-06-19,2020-10-27,ee64eef7
Kulturschaffende,Musik,2300,1800,Ausbezahlt,2020-06-18,2020-11-02,550f1127
Kulturunternehmen gemeinnützig,Film,19400,21400,Ausbezahlt,2020-06-18,2020-12-15,30143bf6
Kulturunternehmen gewinnorientiert,Literatur,0,NA,Ablehnung,2020-06-18,2020-09-10,1c038c93
Kulturschaffende,Musik,0,0,Ausbezahlt,2020-06-16,2020-11-02,6be6d3d2
Kulturunternehmen gemeinnützig,Tanz/Theater,26200,8400,Ausbezahlt,2020-06-17,2020-11-04,0a308931
Kulturunternehmen gemeinnützig,Musik,12300,10300,Ausbezahlt,2020-06-17,2020-11-24,7dceb93e
Kulturunternehmen gemeinnützig,Bereichsübergreifend,500000,NA,Ablehnung,2020-06-16,2020-10-13,9c3f52e9
Kulturschaffende,Musik,7900,4500,Ausbezahlt,2020-06-11,2020-11-09,831ddfd7
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,26500,0,Ausbezahlt,2020-06-11,2020-11-16,84d03489
Kulturschaffende,Bildende Kunst,20000,0,Ausbezahlt,2020-06-11,2020-11-17,219c315c
Kulturunternehmen gewinnorientiert,Tanz/Theater,1000,0,Ausbezahlt,2020-06-12,2020-11-02,c2701646
Kulturschaffende,Tanz/Theater,12100,8200,Ausbezahlt,2020-06-13,2020-11-02,9796a78a
Kulturschaffende,Musik,6600,5100,Ausbezahlt,2020-06-14,2020-11-02,afe33c89
Kulturschaffende,Tanz/Theater,1300,NA,Ablehnung,2020-06-14,2020-09-29,b80c067f
Kulturschaffende,Musik,3000,4000,Ausbezahlt,2020-06-14,2020-11-02,9b059a46
Kulturunternehmen gewinnorientiert,Tanz/Theater,32200,NA,Ablehnung,2020-06-14,2020-10-07,5576f688
Kulturschaffende,Musik,12200,8900,Ausbezahlt,2020-06-15,2020-11-09,1925476a
Kulturunternehmen gewinnorientiert,Film,253200,NA,Ablehnung,2020-06-11,2020-12-07,c9663316
Kulturschaffende,Musik,2300,100,Ausbezahlt,2020-06-10,2020-10-26,f0d84ab9
Kulturschaffende,Musik,1500,0,Ausbezahlt,2020-06-10,2020-09-21,a27f636b
Kulturunternehmen gemeinnützig,Tanz/Theater,121200,97000,Ausbezahlt,2020-06-10,2020-12-01,8a1f7f16
Kulturschaffende,Bildende Kunst,25300,NA,Ablehnung,2020-06-09,2020-09-29,4fd8cf8a
Kulturschaffende,Bildende Kunst,42000,5600,Ausbezahlt,2020-06-09,2020-11-16,0945539d
Kulturschaffende,Musik,21000,12200,Ausbezahlt,2020-06-09,2020-11-02,bd74cc32
Kulturschaffende,Tanz/Theater,120800,107300,Ausbezahlt,2020-06-08,2020-10-26,656b5977
Kulturschaffende,Musik,3500,2900,Ausbezahlt,2020-06-08,2020-11-09,747ca606
Kulturschaffende,Musik,1000,NA,Ablehnung,2020-06-07,2020-09-21,917b238a
Kulturschaffende,Musik,21100,16700,Ausbezahlt,2020-06-07,2020-11-02,2ad16f8f
Kulturschaffende,Design,10400,8700,Ausbezahlt,2020-06-06,2020-11-24,6fc9e2f4
Kulturschaffende,Musik,1200,900,Ausbezahlt,2020-06-06,2020-10-26,96b6ff03
Kulturschaffende,Bereichsübergreifend,7400,6700,Ausbezahlt,2020-06-06,2020-10-14,c3cd7c0a
Kulturschaffende,Musik,4000,0,Ausbezahlt,2020-05-25,2020-10-28,f6e014b2
Kulturschaffende,Film,35500,16900,Ausbezahlt,2020-05-30,2020-11-17,f50da0d2
Kulturschaffende,Musik,4900,4900,Ausbezahlt,2020-06-05,2020-10-28,7f84127a
Kulturschaffende,Musik,9000,7000,Ausbezahlt,2020-06-04,2020-10-28,8394d1e3
Kulturschaffende,Musik,1600,800,Ausbezahlt,2020-06-04,2020-10-28,a4e3d5be
Kulturschaffende,Literatur,1100,0,Ausbezahlt,2020-06-03,2020-10-28,5a503199
Kulturschaffende,Musik,16400,8700,Ausbezahlt,2020-06-03,2020-10-28,bf05a38a
Kulturschaffende,Musik,24200,0,Ausbezahlt,2020-06-03,2020-11-09,7d232411
Kulturschaffende,Tanz/Theater,800,NA,Ablehnung,2020-06-01,2020-10-15,f0aef631
Kulturunternehmen gemeinnützig,Tanz/Theater,3600,NA,Ablehnung,2020-05-31,2020-09-29,a6120d14
Kulturschaffende,Bildende Kunst,3400,NA,Ablehnung,2020-05-30,2020-09-29,31ef1aa8
Kulturschaffende,Musik,11000,NA,Ablehnung,2020-05-29,2020-08-18,4837d4b3
Kulturschaffende,Musik,2800,700,Ausbezahlt,2020-05-29,2020-10-28,1d0975b3
Kulturschaffende,Bildende Kunst,3400,1500,Ausbezahlt,2020-05-29,2020-10-28,3165a369
Kulturschaffende,Tanz/Theater,17600,NA,Ablehnung,2020-05-29,2020-08-18,db74badc
Kulturschaffende,Tanz/Theater,19800,3400,Ausbezahlt,2020-05-29,2020-11-09,45774a47
Kulturschaffende,Film,4500,3600,Ausbezahlt,2020-05-28,2020-11-09,65d134ac
Kulturschaffende,Musik,74300,29200,Ausbezahlt,2020-05-24,2020-09-22,660d9d15
Kulturschaffende,Musik,16500,15500,Ausbezahlt,2020-05-28,2020-11-04,5de985ce
Kulturschaffende,Musik,4200,2400,Ausbezahlt,2020-05-28,2020-10-28,282c661f
Kulturunternehmen gewinnorientiert,Film,52200,28000,Ausbezahlt,2020-05-28,2020-11-17,fca1f9c0
Kulturschaffende,Musik,9000,0,Ausbezahlt,2020-05-27,2020-10-28,f2cdfbd7
Kulturschaffende,Tanz/Theater,1100,3500,Ausbezahlt,2020-05-27,2020-11-04,d3c6a0bf
Kulturunternehmen gemeinnützig,Tanz/Theater,2200,1800,Ausbezahlt,2020-05-27,2020-11-09,65f5d831
Kulturschaffende,Bildende Kunst,5000,NA,Ablehnung,2020-05-27,2020-09-29,84736714
Kulturunternehmen gemeinnützig,Tanz/Theater,5300,4200,Ausbezahlt,2020-05-26,2020-10-27,c8df4855
Kulturschaffende,Musik,11200,5300,Ausbezahlt,2020-05-26,2020-10-28,1baedc4e
Kulturschaffende,Musik,96900,57600,Ausbezahlt,2020-05-26,2020-10-27,83f58632
Kulturunternehmen gemeinnützig,Tanz/Theater,48000,30800,Ausbezahlt,2020-05-26,2020-11-17,75b8f0fd
Kulturschaffende,Bildende Kunst,70000,NA,Ablehnung,2020-05-26,2020-10-21,4844cae6
Kulturschaffende,Tanz/Theater,2600,NA,Ablehnung,2020-05-26,2020-12-02,e25c336f
Kulturschaffende,Musik,6000,3100,Ausbezahlt,2020-05-25,2020-11-17,396cfd75
Kulturschaffende,Tanz/Theater,32100,18900,Ausbezahlt,2020-05-25,2020-10-28,a5a94d93
Kulturschaffende,Tanz/Theater,5800,NA,Ablehnung,2020-05-25,2020-12-02,1e7d6906
Kulturschaffende,Musik,8800,6700,Ausbezahlt,2020-05-20,2020-10-21,094a2bd8
Kulturschaffende,Musik,32200,25100,Ausbezahlt,2020-05-24,2020-11-25,f1df88ce
Kulturunternehmen gewinnorientiert,Musik,17300,0,Ausbezahlt,2020-05-24,2020-12-08,a19a96a2
Kulturschaffende,Musik,8000,4200,Ausbezahlt,2020-05-20,2020-10-28,7317a9cf
Kulturschaffende,Tanz/Theater,2700,2200,Ausbezahlt,2020-05-23,2020-11-09,c8443960
Kulturschaffende,Musik,0,NA,Ablehnung,2020-05-21,2020-09-29,f355a86d
Kulturunternehmen gewinnorientiert,Musik,10500,10700,Ausbezahlt,2020-05-21,2020-10-27,38b0c2b0
Kulturschaffende,Tanz/Theater,7400,7800,Ausbezahlt,2020-05-21,2020-11-25,41a1275c
Kulturschaffende,Musik,4400,2700,Ausbezahlt,2020-05-20,2020-10-28,89dd5f84
Kulturschaffende,Musik,600,NA,Ablehnung,2020-05-20,2020-09-22,804502e6
Kulturschaffende,Musik,6000,0,Ausbezahlt,2020-05-20,2020-10-21,62b1ee2a
Kulturschaffende,Musik,11000,NA,Ablehnung,2020-05-20,2020-09-22,875bfed9
Kulturschaffende,Musik,16500,3600,Ausbezahlt,2020-05-20,2020-10-28,73ee612a
Kulturschaffende,Musik,1800,100,Ausbezahlt,2020-05-20,2020-10-21,730cccbc
Kulturschaffende,Literatur,7100,4100,Ausbezahlt,2020-05-20,2020-10-28,01ae6863
Kulturschaffende,Musik,4600,800,Ausbezahlt,2020-05-20,2020-11-04,4cad62ca
Kulturschaffende,Musik,4700,0,Ausbezahlt,2020-05-20,2020-10-21,bb44ea2b
Kulturunternehmen gewinnorientiert,Film,31200,15100,Ausbezahlt,2020-05-20,2020-12-08,36b7cfd3
Kulturunternehmen gewinnorientiert,Tanz/Theater,75000,24700,Ausbezahlt,2020-05-19,2020-11-16,c532f93a
Kulturschaffende,Musik,18800,3600,Ausbezahlt,2020-05-20,2020-11-04,2b9ab44c
Kulturschaffende,Musik,2300,NA,Ablehnung,2020-05-20,2020-09-17,e0263568
Kulturschaffende,Musik,9900,3900,Ausbezahlt,2020-05-20,2020-10-28,c469ac0d
Kulturunternehmen gewinnorientiert,Musik,2519000,0,Ausbezahlt,2020-05-20,2020-12-15,7abfbd7e
Kulturschaffende,Tanz/Theater,5200,1000,Ausbezahlt,2020-05-20,2020-10-28,fba4631d
Kulturschaffende,Musik,7500,500,Ausbezahlt,2020-05-20,2020-11-09,a42d9925
Kulturschaffende,Tanz/Theater,23700,10200,Ausbezahlt,2020-05-20,2020-11-09,11540733
Kulturunternehmen gemeinnützig,Musik,86600,59000,Ausbezahlt,2020-05-20,2020-11-17,116e1d6f
Kulturunternehmen gewinnorientiert,Bildende Kunst,19300,NA,Ablehnung,2020-05-20,2020-10-28,ae38f148
Kulturschaffende,Musik,13800,9900,Ausbezahlt,2020-05-20,2020-11-04,234ea774
Kulturunternehmen gewinnorientiert,Musik,373900,252600,Ausbezahlt,2020-05-20,2020-11-03,ebb438f5
Kulturunternehmen gemeinnützig,Design,11400,13300,Ausbezahlt,2020-05-20,2020-11-04,56b91e6f
Kulturschaffende,Musik,10400,4000,Ausbezahlt,2020-05-20,2020-10-28,676411bb
Kulturunternehmen gemeinnützig,Musik,17300,13000,Ausbezahlt,2020-05-20,2020-10-28,69f54336
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,324400,18900,Ausbezahlt,2020-05-20,2020-09-03,3fc6d127
Kulturschaffende,Bildende Kunst,756600,80300,Ausbezahlt,2020-05-20,2020-11-09,ff21ff30
Kulturschaffende,Musik,16800,8800,Ausbezahlt,2020-06-02,2020-10-28,914676c2
Kulturschaffende,Musik,3100,NA,Ablehnung,2020-05-20,2020-09-22,3075b35e
Kulturunternehmen gewinnorientiert,Musik,389800,276500,Ausbezahlt,2020-05-20,2020-11-09,87e2827d
Kulturschaffende,Musik,6200,3100,Ausbezahlt,2020-05-19,2020-10-21,f936340b
Kulturunternehmen gewinnorientiert,Kino,299800,169300,Ausbezahlt,2020-05-20,2020-10-27,5fd1bbe8
Kulturunternehmen gemeinnützig,Tanz/Theater,4400,1700,Ausbezahlt,2020-05-20,2020-10-28,11409615
Kulturunternehmen gewinnorientiert,Bereichsübergreifend,96700,NA,Ablehnung,2020-05-20,2020-11-04,29871421
Kulturschaffende,Design,127200,NA,Ablehnung,2020-05-20,2020-09-17,d72544a6
Kulturunternehmen gewinnorientiert,Kino,332200,NA,Ablehnung,2020-05-20,2020-11-10,a96d5ec4
Kulturschaffende,Film,26800,NA,Ablehnung,2020-05-20,2020-10-21,bd2aee88
Kulturschaffende,Bildende Kunst,5400,NA,Ablehnung,2020-05-20,2020-09-17,99bb1406
Kulturunternehmen gewinnorientiert,Film,114000,NA,Ablehnung,2020-05-20,2020-10-21,88f73aca
Kulturunternehmen gemeinnützig,Tanz/Theater,9900,7900,Ausbezahlt,2020-05-20,2020-11-04,8763eb53
Kulturschaffende,Musik,11400,10100,Ausbezahlt,2020-05-20,2020-09-21,7b0d0c4f
Kulturschaffende,Musik,7400,2000,Ausbezahlt,2020-05-19,2020-10-27,15eb0cb4
Kulturunternehmen gewinnorientiert,Musik,123000,93200,Ausbezahlt,2020-05-19,2020-11-03,157c05ce
Kulturschaffende,Musik,12400,7600,Ausbezahlt,2020-05-20,2020-12-22,f3567774
Kulturunternehmen gewinnorientiert,Musik,73300,0,Saldo offen,2020-05-20,2021-02-19,0b00dad5
Kulturunternehmen gewinnorientiert,Design,228000,84000,Ausbezahlt,2020-05-20,2020-11-17,59c9db6b
Kulturunternehmen gemeinnützig,Tanz/Theater,81500,41700,Ausbezahlt,2020-05-20,2020-11-09,25e162b8
Kulturunternehmen gewinnorientiert,Tanz/Theater,1900,1100,Ausbezahlt,2020-05-20,2020-11-04,7e045497
Kulturschaffende,Musik,6800,2800,Ausbezahlt,2020-05-20,2020-10-28,3cf10299
Kulturschaffende,Tanz/Theater,7900,500,Ausbezahlt,2020-05-20,2020-10-28,9d8d932d
Kulturschaffende,Tanz/Theater,13800,NA,Ablehnung,2020-05-20,2020-09-03,4d286dc8
Kulturunternehmen gemeinnützig,Bereichsübergreifend,12900,10300,Ausbezahlt,2020-05-20,2020-10-28,f0b94da8
Kulturschaffende,Musik,3400,NA,Ablehnung,2020-05-20,2020-09-03,268c2d63
Kulturschaffende,Musik,7800,NA,Ablehnung,2020-05-20,2020-09-03,9fbd1b83
Kulturschaffende,Musik,7800,5100,Ausbezahlt,2020-05-20,2020-10-28,7969287a
Kulturschaffende,Musik,18600,3600,Ausbezahlt,2020-05-20,2020-10-28,9316af0e
Kulturschaffende,Musik,13500,12300,Ausbezahlt,2020-05-19,2020-10-21,110ebb25
Kulturschaffende,Musik,9800,5100,Ausbezahlt,2020-05-19,2020-10-21,1d2def86
Kulturschaffende,Musik,11700,6700,Ausbezahlt,2020-05-19,2020-10-28,5c8ac0ee
Kulturschaffende,Musik,2800,NA,Ablehnung,2020-05-19,2020-09-22,eac358df
Kulturschaffende,Musik,2000,NA,Ablehnung,2020-05-19,2020-09-03,7adbfd8c
Kulturschaffende,Musik,13700,3400,Ausbezahlt,2020-05-19,2020-09-22,afdfa22d
Kulturschaffende,Musik,0,NA,Ablehnung,2020-05-19,2020-09-22,c2f5275d
Kulturschaffende,Musik,10300,NA,Ablehnung,2020-05-19,2020-09-03,05a10e65
Kulturschaffende,Musik,10000,8400,Ausbezahlt,2020-05-19,2020-10-28,94165a17
Kulturschaffende,Musik,191100,84600,Ausbezahlt,2020-05-19,2020-11-26,6ba6798f
Kulturschaffende,Musik,1600,1400,Ausbezahlt,2020-05-19,2020-10-21,8e2b47ec
Kulturschaffende,Musik,1400,1300,Ausbezahlt,2020-05-19,2020-10-21,bf5845e0
Kulturschaffende,Musik,3200,0,Ausbezahlt,2020-05-19,2020-10-21,0b3b25a3
Kulturunternehmen gewinnorientiert,Bereichsübergreifend,163500,93000,Ausbezahlt,2020-05-19,2020-10-27,d97c89e7
Kulturschaffende,Bildende Kunst,50000,25500,Ausbezahlt,2020-05-19,2020-10-28,ffd3ed17
Kulturunternehmen gewinnorientiert,Musik,73200,19800,Ausbezahlt,2020-06-04,2020-11-04,69972bf7
Kulturschaffende,Musik,5100,600,Ausbezahlt,2020-05-19,2020-10-21,115e8c25
Kulturschaffende,Bereichsübergreifend,17200,3900,Ausbezahlt,2020-05-19,2020-10-28,0c2314f8
Kulturschaffende,Tanz/Theater,1300,NA,Ablehnung,2020-05-19,2020-09-22,bb2605fa
Kulturschaffende,Musik,6600,6800,Ausbezahlt,2020-05-19,2020-10-28,b805de67
Kulturschaffende,Musik,9400,2100,Ausbezahlt,2020-05-19,2020-10-21,a24ec416
Kulturschaffende,Musik,16200,2400,Ausbezahlt,2020-05-19,2020-10-21,85cc093d
Kulturschaffende,Film,64300,NA,Ablehnung,2020-05-19,2020-11-04,6011cd13
Kulturschaffende,Musik,5000,NA,Ablehnung,2020-05-19,2020-09-17,606d4d3f
Kulturschaffende,Musik,2600,600,Ausbezahlt,2020-05-19,2020-10-28,e4e5a091
Kulturschaffende,Musik,2500,3200,Ausbezahlt,2020-05-19,2020-10-21,6de166ed
Kulturschaffende,Musik,4100,1700,Ausbezahlt,2020-05-19,2020-11-04,9b16d733
Kulturschaffende,Musik,8300,300,Ausbezahlt,2020-05-19,2020-10-27,80793ebc
Kulturschaffende,Musik,8200,NA,Ablehnung,2020-05-19,2020-09-22,6222e824
Kulturschaffende,Tanz/Theater,31600,NA,Ablehnung,2020-05-19,2020-09-22,6e58f63f
